Number of Blanks,Rank,Name,Platform,Console,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
0,15522,The Conveni 4,PS2,PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02
0,15523,The Cheetah Girls,GBA,GBA,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02
0,15524,Charlie's Angels,GC,GC,2003,Action,Ubisoft,0.01,0,0,0,0.02
0,15525,WRC 2: FIA World Rally Championship,PC,PC,2011,Racing,Ubisoft,0,0.01,0,0,0.02
0,15526,uDraw Studio: Instant Artist,X360,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02
0,15527,Seitokai no Ichizon: DS-suru Seitokai,DS,DS,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
0,15528,Teenage Mutant Ninja Turtles Double Pack,GBA,GBA,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02
0,15529,Prism Ark: Awake,PS2,PS2,2008,Adventure,5pb,0,0,0.02,0,0.02
0,15530,Rozen Maiden: Duellwalzer,PS2,PS2,2006,Adventure,Taito,0,0,0.02,0,0.02
0,15531,Rugby 06,XB,XB,2006,Sports,Electronic Arts,0.01,0,0,0,0.02
0,15532,Marvel Avengers: Battle for Earth,X360,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02
0,15533,Winter Blast: 9 Snow & Ice Games,Wii,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
0,15534,Natsuiro High School: Seishun Hakusho,PS3,PS3,2015,Action,D3Publisher,0,0,0.02,0,0.02
0,15535,Kamen Rider: Battride War II,WiiU,WiiU,2014,Action,Namco Bandai Games,0,0,0.02,0,0.02
0,15536,Shrek / Shark Tale Game Boy Advance Video,GBA,GBA,2006,Misc,Hasbro Interactive,0.01,0,0,0,0.02
0,15537,Urban Chaos: Riot Response,XB,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02
0,15538,Ginga Fukei Densetsu: Sapphire,TG16,TG16,1995,Shooter,Hudson Soft,0,0,0.02,0,0.02
0,15539,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
0,15540,The Mummy,GBA,GBA,2002,Action,Ubisoft,0.01,0,0,0,0.02
0,15541,Guitar Freaks V3 & DrumMania V3,PS2,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15542,The Talos Principle,PS4,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.02
0,15543,The Crow: City of Angels,PS,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0,0,0.02
0,15544,Legendary,PC,PC,2008,Shooter,Atari,0,0.01,0,0,0.02
0,15545,Snow Portable,PSP,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02
0,15546,Poyo Poyo Kansatsu Nikki,3DS,3DS,2012,Action,IE Institute,0,0,0.02,0,0.02
0,15547,Jinsei Game DS,DS,DS,2006,Misc,Atlus,0,0,0.02,0,0.02
0,15548,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15549,Broken Sword: The Sleeping Dragon,XB,XB,2003,Adventure,THQ,0.01,0,0,0,0.02
0,15550,Reversal Challenge,DS,DS,2009,Misc,Tommo,0.02,0,0,0,0.02
0,15551,Wild West Shootout,Wii,Wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02
0,15552,Miyako,PSP,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
0,15553,Motto NUGA-CEL!,PSP,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
0,15554,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15555,11eyes: CrossOver,PSP,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02
0,15556,Super Dodge Ball,NG,NG,1995,Sports,Technos Japan Corporation,0,0,0.02,0,0.02
0,15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,PSV,2015,Adventure,dramatic create,0,0,0.02,0,0.02
0,15558,Gon: BakuBakuBakuBaku Adventure,3DS,3DS,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
0,15559,Style Book: Junior City,DS,DS,2006,Misc,Namco Bandai Games,0,0,0.02,0,0.02
0,15560,Amatsumi Sora ni! Kumo no Hatate ni,PSV,PSV,2015,Adventure,Prototype,0,0,0.02,0,0.02
0,15561,Garfield's Nightmare,DS,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02
0,15562,Earth Seeker,Wii,Wii,2011,Role-Playing,Kadokawa Shoten,0,0,0.02,0,0.02
0,15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,PS3,2015,Action,Arc System Works,0,0,0.02,0,0.02
0,15564,Lovely x Cation 1 & 2,PSV,PSV,2015,Action,5pb,0,0,0.02,0,0.02
0,15565,Barbie as the Princess and the Pauper,GBA,GBA,2004,Adventure,Vivendi Games,0.01,0,0,0,0.02
0,15566,Blood Bowl: Legendary Edition,PC,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02
0,15567,Tantei Opera: Milky Holmes,PSP,PSP,2010,Adventure,Unknown,0,0,0.02,0,0.02
0,15568,Pirates of the Burning Sea,PC,PC,2008,Role-Playing,Koch Media,0,0.01,0,0,0.02
0,15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
0,15570,Mary King's Riding School 2,Wii,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02
0,15571,Micro Machines V4,PSP,PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02
0,15572,Entaku no Seito: The Eternal Legend,PSP,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0,0.02
0,15573,New Atelier Rorona: Hajimari no Monogatari,3DS,3DS,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
0,15574,WorldShift,PC,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0,0.02
0,15575,The Crew: Wild Run,PC,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02
0,15576,Casper's Scare School: Spooky Sports Day,DS,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02
0,15577,7 Roses: A Darkness Rises,PC,PC,2015,Misc,Avanquest Software,0,0.02,0,0,0.02
0,15578,My Hero: Doctor,DS,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02
0,15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,PS2,2007,Role-Playing,Sega,0,0,0.02,0,0.02
0,15580,Bakumatsu Rock: Ultra Soul,PSV,PSV,2014,Misc,Marvelous Interactive,0,0,0.02,0,0.02
0,15581,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,PSP,2010,Action,Takara Tomy,0,0,0.02,0,0.02
0,15582,Cabela's Alaskan Adventure,PS2,PS2,,Sports,Unknown,0.01,0.01,0,0,0.02
0,15583,Elf Bowling 1 & 2,DS,DS,2005,Sports,Ignition Entertainment,0.02,0,0,0,0.02
0,15584,Niko Puchi Girls Runway,3DS,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02
0,15585,MotoGP 14,PSV,PSV,2014,Racing,Milestone S.r.l.,0,0.01,0,0,0.02
0,15586,Bomberman 2,DS,DS,2008,Puzzle,Hudson Soft,0,0.01,0,0,0.02
0,15587,Arabians Lost: The Engagement on Desert,PS2,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
0,15588,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,DS,2010,Simulation,Square Enix,0,0,0.02,0,0.02
0,15589,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,PS2,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
0,15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,DS,2007,Misc,Gakken,0,0,0.02,0,0.02
0,15591,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,DS,2010,Action,Namco Bandai Games,0,0,0.02,0,0.02
0,15592,Peggle Nights,PC,PC,2008,Puzzle,PopCap Games,0,0.01,0,0,0.02
0,15593,Starry ? Sky: After Summer,PSP,PSP,2013,Misc,Asgard,0,0,0.02,0,0.02
0,15594,Puzzle Guzzle,PSP,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02
0,15595,ESPN NFL Primetime 2002,XB,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
0,15596,Gallop Racer Inbreed,PS2,PS2,2006,Sports,Tecmo Koei,0,0,0.02,0,0.02
0,15597,Myth Makers: Super Kart GP,Wii,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
0,15598,Red Ninja: End of Honor,XB,XB,2005,Action,Vivendi Games,0.01,0,0,0,0.02
0,15599,Ketsui: Kizuna Jigoku Tachi Extra,X360,X360,2010,Shooter,5pb,0,0,0.02,0,0.02
0,15600,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,DS,2007,Sports,DSI Games,0.02,0,0,0,0.02
0,15601,Call of Duty: Modern Warfare Trilogy,PS3,PS3,2016,Shooter,Activision,0,0.01,0,0,0.02
0,15602,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,PS2,2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02
0,15603,Emergency 2012,DS,DS,2010,Simulation,Rondomedia,0,0.02,0,0,0.02
0,15604,Command & Conquer 3: Kane's Wrath,PC,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,0.02
0,15605,Suzumiya Haruhi-Chan no Mahjong,PSP,PSP,2011,Misc,Kadokawa Shoten,0,0,0.02,0,0.02
0,15606,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,PS2,2002,Adventure,Victor Interactive,0,0,0.02,0,0.02
0,15607,Aqua Panic!,DS,DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0,0,0.02
0,15608,James Bond 007: Blood Stone,PC,PC,2010,Shooter,Activision,0.02,0,0,0,0.02
0,15609,Writing and Speaking Beautiful Japanese DS,DS,DS,,Misc,Unknown,0,0,0.02,0,0.02
0,15610,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,PS2,2006,Action,Sega,0,0,0.02,0,0.02
0,15611,Kong: The Animated Series,GBA,GBA,2002,Action,BAM! Entertainment,0.01,0,0,0,0.02
0,15612,Heavy Fire: Afghanistan,PC,PC,2011,Shooter,Mastiff,0.02,0,0,0,0.02
0,15613,Let's Dance with Mel B,X360,X360,2011,Sports,Black Bean Games,0,0.02,0,0,0.02
0,15614,Agatha Christie: Death on the Nile,PC,PC,2008,Adventure,Big Fish Games,0,0.01,0,0,0.02
0,15615,The Crew: Wild Run,XOne,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02
0,15616,Toukiden 2,PS3,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
0,15617,Koisuru Otome to Shugo no Tate Portable,PSP,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02
0,15618,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,3DS,2012,Action,Irem Software Engineering,0,0,0.02,0,0.02
0,15619,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02
0,15620,Iridium Runners,PS2,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02
0,15621,Ben 10 Omniverse 2,3DS,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02
0,15622,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,PS2,2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
0,15623,Bakumatsu Renka: Karyuu Kenshi-den,PS2,PS2,2007,Adventure,D3Publisher,0,0,0.02,0,0.02
0,15624,Dancing on Ice,DS,DS,2010,Sports,Ghostlight,0,0.02,0,0,0.02
0,15625,Tiny Toon Adventures: Wacky Stackers,GBA,GBA,2001,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.02
0,15626,Princess Frontier Portable,PSP,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02
0,15627,Rock Blast,Wii,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02
0,15628,Touch Detective (JP sales),DS,DS,2006,Adventure,505 Games,0,0,0.02,0,0.02
0,15629,Tomb Raider: Legend,PC,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
0,15630,Emergency Mayhem,Wii,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02
0,15631,Rising Zan: The Samurai Gunman,PS,PS,1998,Action,Agetec,0.01,0.01,0,0,0.02
0,15632,Mai-Otome Hime: Otome Butou Shi,PS2,PS2,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02
0,15633,Robopon 2: Cross Version,GBA,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0,0.02
0,15634,TMNT: Mutant Melee,XB,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02
0,15635,Ultimate Puzzle Games,GBA,GBA,2005,Puzzle,Telegames,0.01,0,0,0,0.02
0,15636,Combat Flight Simulator 3: Battle for Europe,PC,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02
0,15637,Kimikare: New Semester,PSP,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
0,15638,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,PS2,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02
0,15639,Haneru no Tobira Wii: Girigirissu,Wii,Wii,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02
0,15640,RoboCop,XB,XB,2003,Shooter,Titus,0.01,0,0,0,0.02
0,15641,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,PSP,2009,Role-Playing,Starfish,0,0,0.02,0,0.02
0,15642,Lara Croft and the Temple of Osiris,PC,PC,2014,Action,Square Enix,0,0.02,0,0,0.02
0,15643,Final Fantasy XIV: Heavensward,PC,PC,2015,Action,Square Enix,0.01,0.01,0,0,0.02
0,15644,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,PSV,2014,Adventure,Prototype,0,0,0.02,0,0.02
0,15645,Blazing Souls,PS2,PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02
0,15646,Seinaru Kana: Orichalcum no Na no Motoni,PSP,PSP,2012,Action,CyberFront,0,0,0.02,0,0.02
0,15647,NHL 2K3,GC,GC,2002,Sports,Sega,0.01,0,0,0,0.02
0,15648,PDC World Championship Darts 2009,Wii,Wii,2009,Sports,Oxygen Interactive,0,0.02,0,0,0.02
0,15649,Tour de France 2014,PS3,PS3,2014,Sports,Focus Home Interactive,0,0.02,0,0,0.02
0,15650,The Hustle: Detroit Streets,XB,XB,2006,Sports,Activision,0.01,0,0,0,0.02
0,15651,Tail of the Sun,PS,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02
0,15652,Canada Hunt,Wii,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02
0,15653,Space Channel 5: Ulala's Cosmic Attack,GBA,GBA,2002,Misc,Atari,0.01,0,0,0,0.02
0,15654,Airline Tycoon,PC,PC,2000,Simulation,Interplay,0,0.01,0,0,0.02
0,15655,Virtua Quest,PS2,PS2,,Role-Playing,Unknown,0.01,0.01,0,0,0.02
0,15656,Disney Sports Basketball,GBA,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
0,15657,Bejeweled Blitz,PC,PC,2010,Puzzle,Mastertronic,0,0.01,0,0,0.02
0,15658,Ozzy & Drix,GBA,GBA,2003,Platform,Midway Games,0.01,0,0,0,0.02
0,15659,Barnyard Blast: Swine of the Night,DS,DS,2008,Platform,Big Ben Interactive,0.02,0,0,0,0.02
0,15660,SBK09 Superbike World Championship,PS3,PS3,2009,Racing,Black Bean Games,0,0.01,0,0,0.02
0,15661,Song of the Deep,PC,PC,2016,Action,Insomniac Games,0.02,0,0,0,0.02
0,15662,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,PS2,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02
0,15663,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,PSP,2011,Strategy,Tecmo Koei,0,0,0.02,0,0.02
0,15664,Disney Sports Football,GC,GC,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
0,15665,Castle Shikigami 2,PS2,PS2,2004,Shooter,Play It,0.01,0.01,0,0,0.02
0,15666,Wizardry Twin Pack,PS3,PS3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02
0,15667,Rabbids Invasion: The Interactive TV Show,PS4,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02
0,15668,Moe Star: Moeru Toudai Eigojuku,DS,DS,2008,Misc,Mirai Shounen,0,0,0.02,0,0.02
0,15669,Gadget Racers (PAL),PS2,PS2,2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02
0,15670,Pulse Racer,XB,XB,2003,Racing,Jaleco,0.01,0,0,0,0.02
0,15671,Freestyle Metal X,GC,GC,2003,Racing,Midway Games,0.01,0,0,0,0.02
0,15672,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,PSP,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15673,NEVES,DS,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02
0,15674,Unreal Tournament 2004,PC,PC,2004,Shooter,Atari,0,0.01,0,0,0.02
0,15675,NBA 07,PS2,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02
0,15676,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
0,15677,Rogue Trooper,XB,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02
0,15678,Spirits & Spells,GC,GC,2003,Platform,Wanadoo,0.01,0,0,0,0.02
0,15679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
0,15680,Balls of Fury,DS,DS,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02
0,15681,50 Classic Games,3DS,3DS,2012,Misc,Avanquest Software,0,0.02,0,0,0.02
0,15682,The Longest Journey,PC,PC,1999,Adventure,Empire Interactive,0,0.01,0,0,0.02
0,15683,Eyeshield 21: Portable Edition,PSP,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15684,Stronghold Legends,PC,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02
0,15685,Kabushiki Baibai Trainer: Kabutore! Next,DS,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15686,Machi: Unmei no Kousaten,PSP,PSP,2006,Adventure,ChunSoft,0,0,0.02,0,0.02
0,15687,Winning Post 8 2016,PS4,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02
0,15688,Golden Nugget Casino DS,DS,DS,2005,Misc,Majesco Entertainment,0.02,0,0,0,0.02
0,15689,Machi-ing Maker 4,PS3,PS3,2011,Strategy,D3Publisher,0,0,0.02,0,0.02
0,15690,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,SNES,1994,Sports,Misawa,0,0,0.02,0,0.02
0,15691,Pirates PlundArrr,Wii,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02
0,15692,Robotics;Notes,PSV,PSV,2014,Adventure,5pb,0,0,0.02,0,0.02
0,15693,Ketsui Death Label,DS,DS,2008,Shooter,Arika,0,0,0.02,0,0.02
0,15694,Prince of Stride,PSV,PSV,2015,Adventure,Kadokawa Games,0,0,0.02,0,0.02
0,15695,Syberia II,PC,PC,2004,Adventure,MC2 Entertainment,0,0.01,0,0,0.02
0,15696,SD Gundam Force,GBA,GBA,2004,Shooter,Namco Bandai Games,0.01,0,0,0,0.02
0,15697,Mechanic Master 2,DS,DS,2010,Puzzle,Crave Entertainment,0.02,0,0,0,0.02
0,15698,Dungeons - The Dark Lord,PC,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02
0,15699,Clover no Kuni no Alice: Wonderful Wonder World,PSP,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
0,15700,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,DS,,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15701,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,PS2,2007,Misc,D3Publisher,0,0,0.02,0,0.02
0,15702,Lost: Via Domus,PC,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02
0,15703,Monster High 13 Wishes,3DS,3DS,2013,Action,Little Orbit,0,0.02,0,0,0.02
0,15704,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,PSP,2010,Adventure,Russel,0,0,0.02,0,0.02
0,15705,Planetarian: Chiisana Hoshi no Yume,PSP,PSP,2009,Adventure,Prototype,0,0,0.02,0,0.02
0,15706,Roommate Asami: Okusama wa Joshikousei,PS2,PS2,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02
0,15707,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02
0,15708,Sarah: Keeper of the Unicorn,DS,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02
0,15709,Pirates: Legend of the Black Buccaneer,PS2,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02
0,15710,Back to the Future: The Game,XOne,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
0,15711,Post Mortem,PC,PC,2003,Adventure,Microids,0,0.01,0,0,0.02
0,15712,Ultraman Star Chronicles,PSP,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02
0,15713,Ginga Tetsudou 999 DS,DS,DS,2010,Adventure,Culture Brain,0,0,0.02,0,0.02
0,15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
0,15715,Amagoushi no Yakata,PS2,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02
0,15716,Aedis Eclipse: Generation of Chaos,PSP,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02
0,15717,This War of Mine,PS4,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
0,15718,Franklin: A Birthday Surprise,PS2,PS2,2006,Misc,Game Factory,0.01,0.01,0,0,0.02
0,15719,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
0,15720,Without Warning,XB,XB,,Shooter,Capcom,0.01,0,0,0,0.02
0,15721,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02
0,15722,Suzunone Seven: Rebirth Knot,PS2,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02
0,15723,Arslan: The Warriors of Legend,XOne,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02
0,15724,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
0,15725,Zoids Dash,DS,DS,2006,Role-Playing,Tomy Corporation,0,0,0.02,0,0.02
0,15726,Digimon Rumble Arena,PS,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02
0,15727,Vitamin X Evolution Plus,PSP,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02
0,15728,Disciples III: Renaissance,PC,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
0,15729,Revolution: 25th Anniversary Collection,PC,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02
0,15730,MX vs. ATV Supercross Encore,XOne,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.02
0,15731,Final Fight: Streetwise,XB,XB,2006,Action,Capcom,0.01,0,0,0,0.02
0,15732,Goblin Commander: Unleash the Horde,GC,GC,2003,Strategy,Jaleco,0.01,0,0,0,0.02
0,15733,Super Speed Machines,DS,DS,2009,Racing,Midas Interactive Entertainment,0.02,0,0,0,0.02
0,15734,Nano Diver,PSP,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02
0,15735,Elkrone no Atelier: Dear for Otomate,PSP,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
0,15736,DJ Star,DS,DS,2009,Misc,Deep Silver,0.01,0,0,0,0.02
0,15737,Top Gear RPM Tuning,XB,XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02
0,15738,Cookie & Cream,DS,DS,2007,Platform,505 Games,0.01,0,0,0,0.02
0,15739,Memories Off: Yubikiri no Kioku,X360,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
0,15740,Otometeki Koi Kakumei * Love Revo!! DS,DS,DS,2008,Adventure,GungHo,0,0,0.02,0,0.02
0,15741,Clue / Mouse Trap / Perfection / Aggravation,DS,DS,2006,Misc,Unknown,0.02,0,0,0,0.02
0,15742,Football Manager 2007,X360,X360,,Sports,Sega,0,0.01,0,0,0.02
0,15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
0,15744,Elven Legacy Collection,PC,PC,2010,Strategy,Paradox Interactive,0,0.01,0,0,0.02
0,15745,My Ballet Studio,DS,DS,2009,Simulation,505 Games,0.01,0,0,0,0.02
0,15746,Postman Pat: Special Delivery Service,DS,DS,2009,Misc,GSP,0,0.01,0,0,0.02
0,15747,Cross + Channel,PSP,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02
0,15748,LEGO Star Wars II: The Original Trilogy,PC,PC,2006,Action,Activision,0,0.01,0,0,0.02
0,15749,Summer Challenge: Athletics Tournament,Wii,Wii,2011,Sports,PQube,0,0.01,0,0,0.02
0,15750,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02
0,15751,Just Cause,PC,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
0,15752,Abunai: Koi no Sousa Shitsu,PSV,PSV,2015,Action,Asgard,0,0,0.02,0,0.02
0,15753,Blazing Angels: Squadrons of WWII,PC,PC,2006,Simulation,Ubisoft,0.01,0,0,0,0.02
0,15754,Let's Yoga!,DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02
0,15755,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
0,15756,Memories Off: Yubikiri no Kikou,PSP,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02
0,15757,L.G.S: Shinsetsu Houshinengi,PSP,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
0,15758,Battle Engine Aquila,XB,XB,2003,Shooter,Atari,0.01,0,0,0,0.02
0,15759,Turbo: Super Stunt Squad,Wii,Wii,2013,Sports,D3Publisher,0,0.02,0,0,0.02
0,15760,Hurry Up Hedgehog!,DS,DS,2009,Racing,O-Games,0.02,0,0,0,0.02
0,15761,Hands On! Tangrams,DS,DS,2009,Puzzle,Storm City Games,0.02,0,0,0,0.02
